filename,is_valid,rejection_reasons,overall_ptp,overall_var,variance_zscore,ptp_FZ,ptp_C3,ptp_CZ,ptp_C4,var_FZ,var_C3,var_CZ,var_C4,label,label_encoded
cellula_MI_data_1.csv,True,CLEAN,26.858008640245885,7.871850573820156,-0.6517754956261581,14.062955811937387,11.30561307153292,8.577454081659553,26.858008640245885,5.527712401693424,3.506858713867367,1.4393197539134068,21.013511425806424,Left,0
cellula_MI_data_2.csv,True,CLEAN,44.822430665314755,12.6233326233971,-0.6054676903456375,33.722457752444086,23.00943357310155,20.34898567931235,44.822430665314755,11.415568524108497,6.003721337838126,3.771587990888052,29.302452640753728,Right,1
cellula_MI_data_3.csv,True,CLEAN,42.014102734674864,10.479676531607812,-0.6263597000073006,26.70995437053523,19.049070024772956,9.423745993529764,42.014102734674864,10.2564916253123,5.164477937956697,1.5862926140388403,24.911443949123413,Left,0
cellula_MI_data_4.csv,True,CLEAN,26.23733968141328,11.98261468844778,-0.6117121086264584,21.26926877047965,11.817741311794727,21.362381472893738,26.23733968141328,13.437433084722262,5.291284194428651,4.9021060007302815,24.299635473909927,Left,0
cellula_MI_data_5.csv,True,CLEAN,26.6923799350501,10.773329216566232,-0.6234977695162937,24.74601435785273,12.11346217298695,18.40024061692306,26.6923799350501,12.811662473281071,4.366700647807796,4.62139678306501,21.29355696211105,Left,0
cellula_MI_data_6.csv,True,CLEAN,80.581259280974,21.475922532854305,-0.5191906076421589,59.96637896866251,43.5421903821276,30.159592857456076,80.581259280974,24.41115206562974,10.825103461335795,8.716712543357017,41.95072206109467,Right,1
cellula_MI_data_7.csv,False,extreme_ptp_amplitude_FZ_(620.0uV>200.0uV); extreme_ptp_amplitude_C3_(437.1uV>200.0uV); extreme_ptp_amplitude_CZ_(531.0uV>200.0uV); extreme_ptp_amplitude_C4_(1588.1uV>200.0uV); statistical_variance_outlier_(z=28.05),1588.0621638671669,2952.6817031858627,28.04825532003447,620.0060815553497,437.1197566411319,531.0186674829345,1588.0621638671669,1336.1136529330306,663.6406342100008,1001.6020334300965,8809.370492170323,Right,1
cellula_MI_data_8.csv,True,CLEAN,30.828159287186374,9.316644048632714,-0.6376945806181463,18.929428929461142,13.543603184852163,7.6963460994938435,30.828159287186374,8.432268938250596,4.5195445180512985,1.6546551500594797,22.660107588169478,Left,0
cellula_MI_data_9.csv,False,extreme_ptp_amplitude_FZ_(4680.6uV>200.0uV); extreme_ptp_amplitude_C3_(3263.2uV>200.0uV); extreme_ptp_amplitude_CZ_(4523.4uV>200.0uV); extreme_ptp_amplitude_C4_(3420.7uV>200.0uV); statistical_variance_outlier_(z=773.75),4680.611546408691,79466.80609419072,773.7526769170073,4680.611546408691,3263.194815511268,4523.399170818755,3420.6740564853653,107601.93648595808,52303.421208806074,100455.74490029186,57506.12178170688,Left,0
cellula_MI_data_10.csv,False,extreme_ptp_amplitude_FZ_(6052.0uV>200.0uV); extreme_ptp_amplitude_C3_(2326.3uV>200.0uV); extreme_ptp_amplitude_CZ_(2363.2uV>200.0uV); extreme_ptp_amplitude_C4_(6015.0uV>200.0uV); statistical_variance_outlier_(z=841.61),6051.964321503745,86429.75532046802,841.6133767122025,6051.964321503745,2326.2725917120833,2363.2287852036725,6015.008128012157,151098.6745930049,22325.69747138281,23044.831690259973,149249.81752722434,Right,1
cellula_MI_data_11.csv,True,CLEAN,33.13459728405443,15.417192245476645,-0.5782388160680031,33.13459728405443,10.860193578887104,11.99653954903502,30.553952094884067,29.284486376778933,2.748543705668243,3.7130044332583885,25.92273446620101,Left,0
cellula_MI_data_12.csv,True,CLEAN,196.48259913208747,65.20309967958607,-0.0930268162924746,95.84281485957383,61.95730701530574,51.37254309863128,196.48259913208747,86.65875408736306,15.30627003172108,12.644584520702699,146.20279007855743,Right,1
cellula_MI_data_13.csv,True,CLEAN,149.5586374640508,64.91498776710473,-0.09583474657674712,147.90288566294078,50.498718340816744,48.60978200473843,149.5586374640508,118.36975054716002,12.636831827579236,13.223654967601766,115.4297137260779,Left,0
cellula_MI_data_14.csv,True,CLEAN,46.400426919907744,20.226761291790982,-0.5313648966138039,46.400426919907744,13.116269768948698,17.766751804444475,38.57743354107565,39.80812710299253,3.351006311790399,5.42449516464068,32.32341658774032,Left,0
cellula_MI_data_15.csv,True,CLEAN,40.04953525051074,18.53286656648979,-0.5478735451336761,40.04953525051074,7.767034563913145,15.694379123902863,29.422519868434094,41.67141284939653,2.0022958441929877,6.000995033033512,24.456762539336133,Left,0
